sample;Segment;sp.s;subject.s;chimericPoint;sp;subject;insertionCoord;NbChimera
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780384;sesamia_nonagrioides;JADWQK010000959.1;134727;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780384;sesamia_nonagrioides;JADWQK010000959.1;15081631;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780384;sesamia_nonagrioides;JADWQK010001010.1;31985;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780384;sesamia_nonagrioides;JADWQK010001140.1;424612;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780384;sesamia_nonagrioides;JADWQK010001634.1;414952;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780384;sesamia_nonagrioides;JADWQK010002280.1;2600738;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780384;sesamia_nonagrioides;JADWQK010002393.1;14249153;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780384;sesamia_nonagrioides;JADWQK010002414.1;45743;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780384;sesamia_nonagrioides;JADWQK010002435.1;3659367;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780385;sesamia_nonagrioides;JADWQK010001479.1;117122;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780385;sesamia_nonagrioides;JADWQK010001602.1;1317324;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780385;sesamia_nonagrioides;JADWQK010001703.1;580931;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780385;sesamia_nonagrioides;JADWQK010001924.1;242384;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780385;sesamia_nonagrioides;JADWQK010001961.1;1296994;2
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780386;sesamia_nonagrioides;JADWQK010000596.1;1182419;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780386;sesamia_nonagrioides;JADWQK010000772.1;493940;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000005.1;1199220;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000020.1;246350;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000020.1;246358;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000049.1;374142;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000070.1;16085;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000081.1;851455;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000089.1;3101462;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000188.1;4952312;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000266.1;2698205;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000293.1;7922;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000307.1;361864;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000329.1;5845414;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000363.1;23288;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000653.1;17503;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000863.1;158385;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000950.1;302764;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000959.1;608696;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000959.1;736768;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000959.1;1993767;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000959.1;7620678;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000959.1;8090926;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000959.1;11638643;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000959.1;12417223;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000959.1;15143943;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000975.1;282867;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010000986.1;550689;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001012.1;339460;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001079.1;408303;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001214.1;2757;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001267.1;36354;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001394.1;174992;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001395.1;121192;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001634.1;1510152;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001639.1;67631;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001651.1;678126;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001652.1;122442;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001659.1;172757;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001664.1;505068;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001743.1;8800;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001791.1;61558;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001864.1;2026892;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010001996.1;457005;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010002043.1;801114;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010002063.1;902267;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010002213.1;399399;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010002280.1;2535826;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010002280.1;3704703;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010002384.1;34667;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780387;sesamia_nonagrioides;JADWQK010002449.1;503182;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000009.1;3892;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000081.1;1741439;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000125.1;262055;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000303.1;935279;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000352.1;397121;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000551.1;1312744;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000570.1;230315;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000571.1;260035;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000671.1;5791635;2
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000700.1;488661;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000742.1;566170;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000760.1;2393946;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000790.1;129843;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000888.1;292078;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000918.1;1324162;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000959.1;228551;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000959.1;1362297;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000959.1;2107684;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000959.1;2525191;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000959.1;8169648;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000959.1;8786912;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010000959.1;12673665;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010001182.1;3083937;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010001383.1;672680;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010001848.1;62564;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010001904.1;1482041;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010001944.1;297057;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010001996.1;227764;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010002165.1;183650;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010002393.1;11716020;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010002393.1;13322126;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010002393.1;15284758;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010002424.1;323691;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010002450.1;269973;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780388;sesamia_nonagrioides;JADWQK010002504.1;978237;1
a1;Segment_1;cotesia_typhae;JAAOIC020000039.1;10780390;sesamia_nonagrioides;JADWQK010000137.1;2367288;1
a1;Segment_4;cotesia_typhae;JAAOIC020000072.1;998159;sesamia_nonagrioides;JADWQK010000137.1;1698125;1
a1;Segment_4;cotesia_typhae;JAAOIC020000072.1;998159;sesamia_nonagrioides;JADWQK010000252.1;449228;1
